농장명,주사육업종,축종,소재지(지번),소재지(도로명),규모(제곱미터),사육두수,데이터기준일자
행복농장,염소,염소,충청남도 부여군 내산면 온해리 513번지  ,,156,40,2026-01-30
아가씨 염소 농장,염소,염소,충청남도 부여군 세도면 사산리 573번지  ,,72,20,2026-01-30
금천농장,육계,,"충청남도 부여군 남면 금천리 308번지 18호 외3필지(314-1, 313-4, 310) ",충청남도 부여군 남면 금천로 47-50,2679,0,2026-01-30
새농민농장,염소,염소,충청남도 부여군 석성면 증산리 1037번지 8호  ,,93.8,30,2026-01-30
선영이네농장,염소,염소,충청남도 부여군 외산면 가덕리 155번지  ,,70,30,2026-01-30
일희농장,한우,,충청남도 부여군 세도면 수고리 1000번지 1호  ,,512,0,2026-01-30
덕이농장,염소,염소,충청남도 부여군 규암면 반산리 143번지  ,충청남도 부여군 규암면 흥수로853번길 47,90,30,2026-01-30
딸부자네농장,염소,염소,충청남도 부여군 규암면 합송리 1115번지 5호  ,,90,20,2026-01-30
장산리농장,염소,,충청남도 부여군 세도면 장산리 277번지 6호  ,,40,0,2026-01-30
마전농장,염소,염소,충청남도 부여군 내산면 마전리 76번지  ,,152,35,2026-01-30
부부농장2,염소,염소,충청남도 부여군 양화면 입포리 228번지 3호  ,,98.6,40,2026-01-30
부엉산농장,육우,,충청남도 부여군 규암면 수목리 468번지 7호  ,,1365,0,2026-01-30
도도농장,염소,염소,충청남도 부여군 부여읍 염창리 449번지  ,,48,40,2026-01-30
장벌리축산2,한우,,충청남도 부여군 은산면 오번리 456번지 9호  ,,608,0,2026-01-30
오송대목장2,염소,염소,충청남도 부여군 양화면 오량리 85번지 2호  ,,133.25,40,2026-01-30
청하연농장,염소,염소,충청남도 부여군 부여읍 정동리 333번지 1호  ,,30.4,30,2026-01-30
계룡목장,한우,,충청남도 부여군 석성면 비당리 935번지 17호  ,,2000,0,2026-01-30
감나무농장,염소,염소,충청남도 부여군 충화면 만지리 67번지  ,,50,20,2026-01-30
아카시아 농장,염소,염소,충청남도 부여군 충화면 천당리 580번지  ,,40,40,2026-01-30
주원농장,염소,염소,충청남도 부여군 규암면 신성리 379번지  ,,65,20,2026-01-30
서울농장,염소,염소,충청남도 부여군 옥산면 안서리 114번지 2호  ,,95,40,2026-01-30
유리네 농장,염소,염소,충청남도 부여군 은산면 가중리 349번지 2호  ,,65,10,2026-01-30
온달염소목장,염소,염소,충청남도 부여군 충화면 지석리 548번지 1호  ,,90,45,2026-01-30
그린축산(2),한우,,충청남도 부여군 석성면 증산리 1454번지 4호 외1필지(1454-5) ,,1875,0,2026-01-30
운 농장,염소,염소,충청남도 부여군 석성면 증산리 1237번지 8호  ,,66,20,2026-01-30
사랑농장,한우,,충청남도 부여군 옥산면 가덕리 201번지 2호  ,,1500,0,2026-01-30
도란도란 부여,종계/산란계,,"충청남도 부여군 세도면 사산리 611번지 외 9필지(612-1, 613, 613-1, 614, 614-2, 623-6, 625, 626, 719-2) ",,5442.4,0,2026-01-30
이레농장2,한우,,충청남도 부여군 장암면 석동리 32번지 2호  ,,887.62,0,2026-01-30
대광농장,염소,염소,충청남도 부여군 세도면 수고리 975번지  ,,196,40,2026-01-30
희은농장,염소,염소,충청남도 부여군 부여읍 정동리 300번지 1호  ,,97.2,30,2026-01-30
광식농장,염소,염소,충청남도 부여군 은산면 내지리 582번지 2호  ,,90,20,2026-01-30
가탑농장,염소,염소,충청남도 부여군 부여읍 가탑리 234번지 3호  ,,91,45,2026-01-30
해나농장,염소,염소,충청남도 부여군 초촌면 신암리 산 13번지 1호  ,,594.96,300,2026-01-30
향우원농장2,한우,,충청남도 부여군 규암면 나복리 589번지  ,충청남도 부여군 규암면 라복서로 85-12,997.66,0,2026-01-30
밤이농장,염소,염소,충청남도 부여군 세도면 장산리 426번지  ,,54,25,2026-01-30
규현농장,염소,염소,충청남도 부여군 은산면 내지리 469번지 2호  ,,45,30,2026-01-30
부여조은란,종계/산란계,,충청남도 부여군 홍산면 북촌리 438번지 10호  ,,4238,0,2026-01-30
브레인팜,염소,염소,충청남도 부여군 홍산면 정동리 128번지 1호  ,,98,30,2026-01-30
인권농장,염소,염소,충청남도 부여군 임천면 점리 553번지 5호  ,,84.8,20,2026-01-30
개구리농장,종계/산란계,종계/산란계,충청남도 부여군 초촌면 신암리 794번지 2호  ,,38.4,60,2026-01-30
은혜염소농장,염소,염소,충청남도 부여군 규암면 나복리 51번지 2호  ,,53.76,40,2026-01-30
대양목장2,한우,,충청남도 부여군 장암면 원문리 598번지 5호 외 1필지(598-6) ,,3000,0,2026-01-30
부원농장,염소,염소,충청남도 부여군 내산면 지티리 531번지 3호  ,,196,40,2026-01-30
강남농장,염소,염소,충청남도 부여군 부여읍 능산리 185번지  ,,37.4,23,2026-01-30
성조염소농장,염소,염소,충청남도 부여군 은산면 나령리 152번지 1호  ,,183,40,2026-01-30
류정농장,염소,,충청남도 부여군 은산면 경둔리 463번지  ,,40,0,2026-01-30
둔터농장,염소,,충청남도 부여군 은산면 경둔리 407번지 2호  ,,80.64,0,2026-01-30
오성농장,종계업,,충청남도 부여군 장암면 지토리 28번지 3호  ,충청남도 부여군 장암면 사동로태동3길 93,8404.1,50000,2026-01-30
내산농장,종계업,,충청남도 부여군 홍산면 상천리 120번지  ,충청남도 부여군 홍산면 상천로 23,2600.4,15000,2026-01-30
양화농장,종계업,,충청남도 부여군 양화면 족교리 462번지 2호  ,충청남도 부여군 양화면 충절로239번길 128,2783,0,2026-01-30
은산농장,종계업,,충청남도 부여군 은산면 내지리 256번지  ,충청남도 부여군 은산면 내대로 197-37,1694.37,11000,2026-01-30
천보베다니농장,종계업,,충청남도 부여군 내산면 천보리 207번지 3호  ,,3831,22000,2026-01-30
옥산종계장,종계업,,충청남도 부여군 옥산면 홍연리 709번지 7호  ,,3924.5,20030,2026-01-30
성산농장,종계업,,충청남도 부여군 양화면 족교리 462번지  ,충청남도 부여군 양화면 충절로239번길 128,3168,17600,2026-01-30
고려농장,종계업,,충청남도 부여군 임천면 점리 1064번지  ,,6339.34,37400,2026-01-30
자연농장,종계업,,충청남도 부여군 양화면 족교리 462번지 5호  ,,2427.4,15900,2026-01-30
농업회사법인 청명(주),종돈업,,충청남도 부여군 홍산면 상천리 246번지  ,충청남도 부여군 홍산면 상천로73번길 152,4933.37,192,2026-01-30
수목농장,종계업,,충청남도 부여군 규암면 수목리 381-2 외1(381-3) ,,1569.34,10000,2026-01-30
청송농장,종계업,,충청남도 부여군 세도면 청송리 66번지 6호  ,,2640,17400,2026-01-30
기련축산,종계업,,충청남도 부여군 홍산면 상천리 492번지 1호  ,충청남도 부여군 홍산면 삽티로 495,19519.83,62100,2026-01-30
이수종계장,종계업,,충청남도 부여군 세도면 동사리 92번지 17호 외 1필지(93-2) ,,8856.92,52000,2026-01-30
농업회사법인 (주)한국원종 부여농장,종계업,,충청남도 부여군 옥산면 수암리 산 31번지 1호  ,충청남도 부여군 옥산면 안남로51번길 56,5979.39,31106,2026-01-30
삼화원종 마전농장,종계업,,"충청남도 부여군 내산면 마전리 315번지 1호 외 2필지(315-6, 316) ",,6564.4,55000,2026-01-30
비흥농장,종돈업,,충청남도 부여군 옥산면 수암리 188번지 4호  ,충청남도 부여군 옥산면 안남로135번길 66,4497.07,305,2026-01-30
농업회사법인 주식회사 부여육종,종돈업,,충청남도 부여군 임천면 점리 145번지  ,충청남도 부여군 임천면 위덕로98번길 84,6936.68,756,2026-01-30
대흥농장,종계업,,충청남도 부여군 은산면 나령리 449번지  ,,2985.9,22000,2026-01-30
삼화농장,종계업,,충청남도 부여군 규암면 노화리 8번지 5호  ,,5719,60000,2026-01-30
평지농장,종계업,,충청남도 부여군 홍산면 교원리 43번지 28호 (43-46) ,,4702.8,25300,2026-01-30
농업회사법인 대농(주),종계업,,충청남도 부여군 부여읍 자왕리 467번지  ,충청남도 부여군 부여읍 백제문화로429번길 69-19,3783.16,27500,2026-01-30
연수농장,종계업,,충청남도 부여군 외산면 장항리 101번지 외1(외산면 장항리 101-1) ,충청남도 부여군 외산면 복덕로 37-30,2304,15500,2026-01-30
농업회사법인 주식회사 부여지피,종돈업,,"충청남도 부여군 홍산면 토정리 391번지 6호 외 5필지(391-10, 394-1,2,5,6) ",충청남도 부여군 홍산면 토동로 108,15641.72,1264,2026-01-30
